time,Csoc_estimate,PYsoc_estimate
822.0,95.584841,95.56721137195305
823.0,95.58029,95.56257944127663
824.0,95.577533,95.55956761187448
825.0,95.579716,95.56101703653138
826.0,95.575173,95.55639361930147
827.0,95.568579,95.54991713612223
828.0,95.562183,95.54361957995876
829.0,95.56045,95.5415337875016
830.0,95.557964,95.53876885848418
831.0,95.552263,95.53309896979793
832.0,95.544466,95.52553568380404
833.0,95.53902,95.52009672781328
834.0,95.531744,95.5130037083561
835.0,95.527868,95.5089826163784
836.0,95.521142,95.50238664163628
837.0,95.512783,95.49431455507454
838.0,95.506545,95.488159089093
839.0,95.505562,95.48675344276177
840.0,95.498895,95.480210834076
841.0,95.493296,95.47463220301819
842.0,95.488455,95.46973966905394
843.0,95.486043,95.46704442734425
844.0,95.480923,95.46189985843505
845.0,95.474621,95.45568650656794
846.0,95.467759,95.44896565701757
847.0,95.458451,95.44003327957991
848.0,95.458439,95.43950878387534
849.0,95.450698,95.43199387576674
850.0,95.445703,95.42696241924591
851.0,95.441565,95.4227064162747
852.0,95.439256,95.42010524367087
853.0,95.433038,95.4139669807327
854.0,95.432991,95.41341325928681
855.0,95.424576,95.40528774305538
856.0,95.418836,95.39958261002168
857.0,95.415217,95.39579630130731
858.0,95.409227,95.38986533457691
859.0,95.404203,95.38480800074477
860.0,95.397469,95.37820319073778
861.0,95.391204,95.37202203099025
862.0,95.387471,95.36813347852319
863.0,95.384762,95.36517264778674
864.0,95.381335,95.3615622426561
865.0,95.380997,95.36074867097295
866.0,95.374343,95.35421586793468
867.0,95.36786,95.34783805830841
868.0,95.357815,95.33823366004897
869.0,95.348984,95.32972908228557
870.0,95.348384,95.32867957478588
871.0,95.342275,95.3226396922662
872.0,95.339956,95.32003369019249
873.0,95.334842,95.31489563088935
874.0,95.33082,95.31074715102714
875.0,95.328061,95.30774332717941
876.0,95.323823,95.3033996496086
877.0,95.312906,95.29300232116447
878.0,95.311221,95.29097216142583
879.0,95.308232,95.28776067679375
880.0,95.306581,95.28576184214039
881.0,95.303326,95.28231011522264
882.0,95.293213,95.27264032251279
883.0,95.285174,95.26485088666972
884.0,95.279452,95.25916220193919
885.0,95.275393,95.25498127647045
886.0,95.274516,95.25368596787574
887.0,95.26932,95.24847415949651
888.0,95.259873,95.23940745727494
889.0,95.254036,95.23361393472877
890.0,95.246406,95.22619414490552
891.0,95.240292,95.2201498420101
892.0,95.236507,95.21621830502185
893.0,95.22684,95.20695003709648
894.0,95.21907,95.19940265534473
895.0,95.217234,95.19723858288398
896.0,95.211581,95.1916120228504
897.0,95.207785,95.18767003052535
898.0,95.200109,95.18020772841709
899.0,95.192219,95.17255076900328
900.0,95.186851,95.16718248292595
901.0,95.181409,95.16174653343074
902.0,95.171472,95.15222396843821
903.0,95.16113,95.14233332332365
904.0,95.156969,95.13806217432959
905.0,95.153544,95.1344605447501
906.0,95.148242,95.12915275395581
907.0,95.145403,95.1260845849221
908.0,95.137266,95.11819722482912
909.0,95.129251,95.11042108811408
910.0,95.120848,95.10229006871239
911.0,95.115414,95.09686192867524
912.0,95.107948,95.08958344484238
913.0,95.103587,95.08513197062379
914.0,95.101689,95.08292196084471
915.0,95.096104,95.07735607312868
916.0,95.091263,95.07246719696043
917.0,95.086617,95.06775678687744
918.0,95.081895,95.06297602504537
919.0,95.076373,95.05746769616476
920.0,95.070174,95.05134289479906
921.0,95.059312,95.04096991505422
922.0,95.053861,95.03552590669821
923.0,95.045426,95.02736257613725
924.0,95.037643,95.01979339254666
925.0,95.033406,95.0154556969957
926.0,95.032626,95.01426725285552
927.0,95.029351,95.01080666563425
928.0,95.022056,95.00368151130482
929.0,95.016004,94.99768985199769
930.0,95.011172,94.99281067179089
931.0,95.007795,94.9892575296343
932.0,94.99747,94.97936922811314
933.0,94.987479,94.96978488285154
934.0,94.985206,94.9672392594564
935.0,94.978253,94.96042574639961
936.0,94.971844,94.95410753242398
937.0,94.96835,94.95044937695661
938.0,94.966867,94.94862523736433
939.0,94.960573,94.94241198151374
940.0,94.952401,94.93448523098955
941.0,94.951456,94.93315436183018
942.0,94.943962,94.92584568580718
943.0,94.939119,94.92095685918456
944.0,94.934535,94.91630416608838
945.0,94.928791,94.91059299230199
946.0,94.923292,94.9051060240023
947.0,94.917293,94.89916167651035
948.0,94.910633,94.89261403489823
949.0,94.909428,94.89104771497234
950.0,94.903094,94.88479787366532
951.0,94.89668,94.87847493070365
952.0,94.892315,94.87402313741279
953.0,94.887934,94.86955713192079
954.0,94.878886,94.86082690091864
955.0,94.873446,94.85539279007847
956.0,94.87436,94.85576637222525
957.0,94.87025,94.85154848205453
958.0,94.86278,94.84425988090281
959.0,94.855279,94.8369421093994
960.0,94.848307,94.83010826440041
961.0,94.844401,94.82607601411833
962.0,94.839241,94.82089896121153
963.0,94.83143,94.8133010093831
964.0,94.824533,94.80653846457334
965.0,94.824557,94.80608342450225
966.0,94.820079,94.80152695530211
967.0,94.814064,94.79556891424136
968.0,94.804732,94.78658911801246
969.0,94.800453,94.7822127898162
970.0,94.795298,94.7770391045374
971.0,94.788644,94.77049954152669
972.0,94.782122,94.76407900838144
973.0,94.775593,94.75765284404586
974.0,94.769966,94.7520484454706
975.0,94.764416,94.74651370923108
976.0,94.76196,94.74380085877463
977.0,94.754363,94.73640027389291
978.0,94.752427,94.73416233904575
979.0,94.755067,94.73609772172216
980.0,94.750236,94.73121985905186
981.0,94.745378,94.72631755723874
982.0,94.741616,94.72241457140791
983.0,94.73633,94.71712247112686
984.0,94.730248,94.71110379298106
985.0,94.7277,94.70830912102996
986.0,94.714104,94.69543404334007
987.0,94.709135,94.69043040554698
988.0,94.702446,94.6838574911098
989.0,94.699627,94.68081542328689
990.0,94.694984,94.67611021878386
991.0,94.685416,94.66690873826838
992.0,94.682046,94.66336425499982
993.0,94.678001,94.65920497466226
994.0,94.673925,94.65501610789813
995.0,94.669373,94.65039347415745
996.0,94.665956,94.64680789768008
997.0,94.662483,94.64317028477166
998.0,94.659844,94.64029473209969
999.0,94.651823,94.63250482461761
1000.0,94.644154,94.6250360892178
