time,Csoc_estimate,PYsoc_estimate
88.0,99.679494,99.53047932296815
89.0,99.721981,99.56190189268418
90.0,99.801595,99.62407830079667
91.0,99.769522,99.59694660061712
92.0,99.773646,99.60057632746347
93.0,99.786057,99.61105183867748
94.0,99.776381,99.6032537096967
95.0,99.72216,99.558829679878
96.0,99.739628,99.5721391694816
97.0,99.694324,99.5366404570073
98.0,99.698808,99.53967779604966
99.0,99.693679,99.5355960097367
100.0,99.650277,99.50324932688746
101.0,99.661319,99.51045369331074
102.0,99.688909,99.52956535614238
103.0,99.649372,99.50026089784187
104.0,99.658535,99.50611586534599
105.0,99.770461,99.58470222627601
106.0,99.792932,99.60306948919917
107.0,99.802315,99.61117898693941
108.0,99.811902,99.61958018550729
109.0,99.795618,99.60611950658033
110.0,99.787749,99.5998521810676
111.0,99.735159,99.557018190326
112.0,99.683954,99.51787201537194
113.0,99.705455,99.53279321419124
114.0,99.667012,99.50430999791604
115.0,99.676461,99.51037603617728
116.0,99.672413,99.5070280600804
117.0,99.645416,99.48753782724796
118.0,99.658981,99.49610631203157
119.0,99.651456,99.49031190795253
120.0,99.665145,99.49906159178614
121.0,99.651455,99.48896897455117
122.0,99.66723,99.49914286782422
123.0,99.646931,99.48442551903169
124.0,99.61909,99.46479519077747
125.0,99.624722,99.46769913245265
126.0,99.638794,99.47627056170055
127.0,99.661285,99.49076828632228
128.0,99.636769,99.47318222185345
129.0,99.61091,99.45504597854381
130.0,99.623718,99.46258102456098
131.0,99.611331,99.45357892756348
132.0,99.568695,99.42480153704985
133.0,99.52413,99.39588512117335
134.0,99.477846,99.36630635888282
135.0,99.47236,99.36160392836138
136.0,99.42703,99.33225689651353
137.0,99.421635,99.32748359618631
138.0,99.424679,99.32796458892061
139.0,99.401223,99.31188433510879
140.0,99.383632,99.29939190808705
141.0,99.393808,99.30436047994773
142.0,99.356977,99.27960325153033
143.0,99.303422,99.24404389749503
144.0,99.311558,99.24764670163835
145.0,99.289699,99.23208195825259
146.0,99.27061,99.21821678832458
147.0,99.284266,99.22542851002216
148.0,99.261437,99.20907773472041
149.0,99.263973,99.20914171732784
150.0,99.273936,99.21408516689243
151.0,99.252874,99.19877246167931
152.0,99.261985,99.20321612275977
153.0,99.258204,99.19921934432027
154.0,99.24005,99.1857159022646
155.0,99.229927,99.17748489970312
156.0,99.248151,99.18810250467266
157.0,99.261075,99.19527716445208
158.0,99.256806,99.19100266375105
159.0,99.244354,99.18122926295194
160.0,99.235441,99.17380892779279
161.0,99.241919,99.17677532860665
162.0,99.278831,99.20042089648942
163.0,99.244674,99.17589447821548
164.0,99.256106,99.18234577032992
165.0,99.263127,99.1858406946239
166.0,99.237599,99.16705535063836
167.0,99.217027,99.15160031419556
168.0,99.208672,99.14450883353724
169.0,99.194453,99.13334998847627
170.0,99.177156,99.12002337376904
171.0,99.174455,99.1167905132803
172.0,99.158318,99.10420793508686
173.0,99.155868,99.10113915828666
174.0,99.120296,99.07489975704547
175.0,99.10906,99.06562762781066
176.0,99.131441,99.07996808161909
177.0,99.123111,99.07275545537549
178.0,99.097934,99.05362875348867
179.0,99.086368,99.0440735759293
180.0,99.065344,99.02778600851028
181.0,99.088173,99.0426319214429
182.0,99.089193,99.04202257527642
183.0,99.076542,99.03166416819667
184.0,99.070888,99.02629015022912
185.0,99.051083,99.0107612981067
186.0,99.05391,99.0114582696597
187.0,99.066374,99.01911963544558
188.0,99.049261,99.00547970424596
189.0,99.04734,99.00279413481422
190.0,99.029798,98.98879341556818
191.0,99.012527,98.97495505782146
192.0,98.99511,98.96097680847167
193.0,98.990775,98.956500130479
194.0,99.016561,98.97402442994408
195.0,99.001779,98.96194611515176
196.0,99.002789,98.96141960817772
197.0,99.025239,98.97665766686605
198.0,99.012499,98.96607066804974
199.0,99.026275,98.97501206512
200.0,99.039606,98.98367400490281
201.0,99.021832,98.96936402982432
202.0,99.016127,98.96396763285718
203.0,99.019036,98.96496505068299
204.0,99.00923,98.95652338849948
205.0,99.010909,98.95662648168788
206.0,98.987773,98.93822549166322
207.0,98.999482,98.94582537218542
208.0,98.981909,98.93154159434532
209.0,98.97882,98.92808850824997
210.0,98.974622,98.92380555157281
211.0,98.996585,98.9392039118072
212.0,99.004279,98.94391381839512
213.0,99.01855,98.95361644808595
214.0,99.020978,98.95440921394045
215.0,98.989545,98.92958246828368
216.0,98.952168,98.90019162098677
217.0,98.955869,98.90191355517143
218.0,98.951885,98.89781233404109
219.0,98.927237,98.87797906445995
220.0,98.918459,98.87020230707529
221.0,98.911979,98.86417079584392
222.0,98.902427,98.85578678822458
223.0,98.904229,98.85608473057509
224.0,98.885107,98.84035533296719
225.0,98.863697,98.82284035704329
226.0,98.870582,98.82703959061789
227.0,98.870335,98.82577326325104
228.0,98.852805,98.81119561645659
229.0,98.832506,98.79445641890972
230.0,98.809788,98.77581705742988
231.0,98.805986,98.77177690148051
232.0,98.802232,98.76777608860351
233.0,98.793208,98.75969073596895
234.0,98.797755,98.76213479799151
235.0,98.783735,98.75016153737377
236.0,98.747512,98.72088661504118
237.0,98.758139,98.72805896886544
238.0,98.750397,98.72093572548737
239.0,98.74899,98.71875423900995
240.0,98.759975,98.72626438772302
241.0,98.741753,98.71094587054633
242.0,98.737041,98.70618995670327
243.0,98.712566,98.68594270030826
244.0,98.692638,98.66923877891671
245.0,98.699243,98.67333397768273
246.0,98.711774,98.6821067131218
247.0,98.695313,98.66810441395822
248.0,98.697317,98.66862311686027
249.0,98.688294,98.66046202414576
250.0,98.664953,98.64099398699872
251.0,98.68301,98.65419956879857
252.0,98.682778,98.65298087312065
253.0,98.670519,98.64224787235872
254.0,98.653891,98.62804043451627
255.0,98.638267,98.6146102476971
256.0,98.632122,98.60869052929671
257.0,98.615543,98.59447460470116
258.0,98.618225,98.59556686866551
259.0,98.601525,98.58123342365192
260.0,98.604617,98.58266198982218
261.0,98.60385,98.5810238356638
262.0,98.604107,98.58020993797548
263.0,98.57718,98.55766679194811
264.0,98.570819,98.55155198301388
265.0,98.555119,98.53795272374688
266.0,98.5313,98.51782643576156
267.0,98.51218,98.50144378255565
268.0,98.506763,98.49605061650699
269.0,98.496415,98.48669111966635
270.0,98.485343,98.4767421062121
271.0,98.468144,98.4618485928167
272.0,98.478918,98.46949375356999
273.0,98.462976,98.45560065070929
274.0,98.45572,98.4487090239314
275.0,98.444029,98.43822855926967
276.0,98.43701,98.43152020245954
277.0,98.435148,98.4289857570389
278.0,98.425605,98.4202305045216
279.0,98.415314,98.41086273190626
280.0,98.405801,98.40212034625418
281.0,98.422438,98.41462092588881
282.0,98.414212,98.40693182735014
283.0,98.405391,98.39875361024505
284.0,98.388137,98.38370272865423
285.0,98.377867,98.3743285513968
286.0,98.389718,98.3829971202973
287.0,98.38227,98.37592942073154
288.0,98.354917,98.35259388723529
289.0,98.357571,98.35376940692376
290.0,98.362788,98.3570533897227
291.0,98.353454,98.34843246839297
292.0,98.371216,98.36201707261779
293.0,98.368352,98.35871078013756
294.0,98.354164,98.34611041117803
295.0,98.340824,98.33419651447126
296.0,98.330788,98.3249892936587
297.0,98.329002,98.32256419215528
298.0,98.319317,98.31363996867167
299.0,98.304285,98.3003045466302
300.0,98.302342,98.29775070995814
301.0,98.288609,98.28547191058944
302.0,98.29688,98.29135240767006
303.0,98.30974,98.3010409347176
304.0,98.291976,98.28542890869447
305.0,98.299621,98.290826406138
306.0,98.294014,98.28526633303346
307.0,98.27812,98.27118222558069
308.0,98.275402,98.2680117042977
309.0,98.276813,98.26826867708111
310.0,98.273734,98.2648059655073
311.0,98.272161,98.26259740910534
312.0,98.28024,98.26841590311422
313.0,98.270986,98.2598308060891
314.0,98.263731,98.25290477404829
315.0,98.26824,98.25577615846338
316.0,98.275549,98.26099171699603
317.0,98.265967,98.25213303470237
318.0,98.244845,98.23363934131899
319.0,98.240431,98.2290905121264
320.0,98.222722,98.21334589748996
321.0,98.231488,98.21990321684534
322.0,98.21272,98.20326544853785
323.0,98.204756,98.19571813826
324.0,98.19724,98.1885470119563
325.0,98.197387,98.1878389918056
326.0,98.202237,98.19109803662606
327.0,98.187255,98.17764058650123
328.0,98.183578,98.17370807388393
329.0,98.177842,98.16803915465083
330.0,98.171235,98.1616357622803
331.0,98.161003,98.15217318756667
332.0,98.151154,98.14302910097759
333.0,98.146123,98.13794965298388
334.0,98.152214,98.14226014259907
335.0,98.153793,98.14276010961713
336.0,98.132637,98.12409203113592
337.0,98.124075,98.11603218614617
338.0,98.111962,98.10497178276661
339.0,98.118952,98.11004315868752
340.0,98.123366,98.11293501676914
341.0,98.10969,98.10056956307386
342.0,98.1075,98.09788756943453
343.0,98.106592,98.09628797274465
344.0,98.098171,98.08835281067343
345.0,98.096172,98.08583140398217
346.0,98.098797,98.08720906405131
347.0,98.097145,98.08498182928601
348.0,98.089614,98.07780305040642
349.0,98.075298,98.06490759063729
350.0,98.068879,98.05865975452096
351.0,98.070365,98.05907415958546
352.0,98.054733,98.04506901144258
353.0,98.052601,98.0424321776811
354.0,98.058343,98.04642870558186
355.0,98.063319,98.04977584500519
356.0,98.057109,98.04371152916829
357.0,98.053924,98.04019079418961
358.0,98.055674,98.04081819525862
359.0,98.051077,98.03611175383871
360.0,98.044884,98.03006537205556
361.0,98.02807,98.01509910539188
362.0,98.026698,98.01309771245397
363.0,98.019958,98.0065876197812
364.0,98.016571,98.00289267220548
365.0,98.005778,97.99297801482837
366.0,97.994124,97.98233162855003
367.0,97.978187,97.96808298592441
368.0,97.975901,97.96530120295844
369.0,97.976371,97.96483393421526
370.0,97.977574,97.9649790395855
371.0,97.963533,97.95233483054734
372.0,97.95785,97.94669916327739
373.0,97.948205,97.9377386159159
374.0,97.938328,97.928582760471
375.0,97.924502,97.91611240784471
376.0,97.911036,97.90393901772472
377.0,97.910955,97.90299974508325
378.0,97.919546,97.90933275579293
379.0,97.915193,97.90480822451447
380.0,97.913184,97.90224611024153
381.0,97.908088,97.89709988186857
382.0,97.902924,97.89189618172925
383.0,97.893989,97.88354049533187
384.0,97.897873,97.88589728718821
385.0,97.90179,97.88827355316482
386.0,97.893461,97.880433796749
387.0,97.893278,97.87938322108303
388.0,97.879634,97.86712052935727
389.0,97.872553,97.8603204334134
390.0,97.870168,97.8574299719037
391.0,97.857858,97.84628139071522
392.0,97.855513,97.84342118804456
393.0,97.855559,97.8425473722151
394.0,97.852581,97.83915822459899
395.0,97.838776,97.82678372953823
396.0,97.834394,97.8222268546502
397.0,97.82279,97.8116794269426
398.0,97.82191,97.81002435253103
399.0,97.819578,97.80716289295796
400.0,97.814182,97.80176356754929
401.0,97.806519,97.79448918832594
402.0,97.798881,97.7872364591289
403.0,97.791814,97.78044500983171
404.0,97.784198,97.77317771741578
405.0,97.775067,97.7645989473669
406.0,97.767574,97.7573892815591
407.0,97.763339,97.75298980521822
408.0,97.751632,97.74214471122447
409.0,97.750094,97.74007098688773
410.0,97.749262,97.7386078608445
411.0,97.749741,97.73827744165162
412.0,97.743298,97.73197351367965
413.0,97.743972,97.7318136135152
414.0,97.736626,97.72473109083211
415.0,97.729762,97.71806337949431
416.0,97.719854,97.70876703432522
417.0,97.710705,97.70012560894557
418.0,97.706174,97.69547203296734
419.0,97.696768,97.68660620826404
420.0,97.690598,97.68053679440985
421.0,97.687972,97.67752963756098
422.0,97.683773,97.67316320514378
423.0,97.680408,97.66951868732856
424.0,97.685511,97.67319549199809
425.0,97.677512,97.66554585347316
426.0,97.669419,97.65781346861306
427.0,97.6688,97.65654602451167
428.0,97.661219,97.64925677889396
429.0,97.657467,97.64527967001744
430.0,97.65448,97.64196462994724
431.0,97.642534,97.630896805569
432.0,97.645089,97.6323802372483
433.0,97.637733,97.62528477451218
434.0,97.633703,97.62106808057567
435.0,97.636892,97.62310397669077
436.0,97.627916,97.61460528160961
437.0,97.618876,97.60605063135144
438.0,97.62091,97.60708965521708
439.0,97.616153,97.60224558630719
440.0,97.61561,97.60105372617589
441.0,97.608507,97.59417688903791
442.0,97.607218,97.59234000961646
443.0,97.609625,97.59370832714974
444.0,97.60271,97.58699488566855
445.0,97.601971,97.58563771198506
446.0,97.598762,97.58213939233973
447.0,97.598395,97.58110669767237
448.0,97.595925,97.57825078935807
449.0,97.590925,97.5731997365207
450.0,97.582271,97.56497854603639
451.0,97.575166,97.55810046921098
452.0,97.574947,97.55719996788378
453.0,97.569627,97.55187167384489
454.0,97.566768,97.54868053318526
455.0,97.570346,97.5510793598135
456.0,97.565569,97.54622459589783
457.0,97.566583,97.54639951055456
458.0,97.562107,97.54180692161168
459.0,97.557439,97.5370474566844
460.0,97.552516,97.53206673532246
461.0,97.542959,97.52305857638696
462.0,97.534506,97.5150092140566
463.0,97.522952,97.50426351525175
464.0,97.518771,97.49992671054133
465.0,97.513338,97.49450116371881
466.0,97.515341,97.49554231902465
467.0,97.500302,97.48176304958756
468.0,97.492757,97.4744995771336
469.0,97.489788,97.47121771067417
470.0,97.481943,97.46369294072097
471.0,97.479572,97.46093193355499
472.0,97.473741,97.45515987634805
473.0,97.464269,97.44621851528224
474.0,97.455436,97.43783244903453
475.0,97.450818,97.43311518842977
476.0,97.44659,97.42873855686021
477.0,97.446532,97.4279938041451
478.0,97.445449,97.42635712443064
479.0,97.441791,97.42247821617441
480.0,97.438155,97.41861919304458
481.0,97.438108,97.41788784049238
482.0,97.435425,97.41485965257469
483.0,97.435617,97.41433865444073
484.0,97.4371,97.41494471820964
485.0,97.425699,97.40431910072297
486.0,97.417378,97.3963773117428
487.0,97.409367,97.3887049288651
488.0,97.396047,97.37640209981889
489.0,97.380594,97.36223689562813
490.0,97.377624,97.35895973588228
491.0,97.373929,97.35505094632053
492.0,97.367878,97.34908584827684
493.0,97.357636,97.3394632695641
494.0,97.355941,97.33730011548793
495.0,97.350394,97.33177403626101
496.0,97.336704,97.31913976457267
497.0,97.328335,97.31114895406783
498.0,97.32137,97.30438460208353
499.0,97.318808,97.30146489266495
500.0,97.315355,97.29776726118924
501.0,97.313809,97.29573685713665
502.0,97.305676,97.2879508911229
503.0,97.301838,97.28391816060554
504.0,97.299006,97.28076556417975
505.0,97.291582,97.27359911667305
506.0,97.287129,97.269029454695
507.0,97.279372,97.26157105500573
508.0,97.275033,97.2571009928047
509.0,97.267375,97.24972893799925
510.0,97.263381,97.24556101696115
511.0,97.255679,97.23814931333717
512.0,97.258511,97.23995288796621
513.0,97.255083,97.2362815242204
514.0,97.249979,97.23114404089907
515.0,97.240547,97.22221835363545
516.0,97.228373,97.21089195961433
517.0,97.225433,97.20764790615338
518.0,97.225878,97.20736810779199
519.0,97.21425,97.19651625439856
520.0,97.212799,97.19457997349281
521.0,97.205844,97.1878194774398
522.0,97.200379,97.1823648659327
523.0,97.198193,97.17978562614435
524.0,97.186624,97.16897818193283
525.0,97.186803,97.16847478612651
526.0,97.182599,97.16412672005268
527.0,97.178153,97.15956683785083
528.0,97.169808,97.15158558896569
529.0,97.168787,97.15003233068221
530.0,97.161894,97.1433254029819
531.0,97.145413,97.1281975983419
532.0,97.133347,97.1169460291244
533.0,97.123316,97.10747964211038
534.0,97.121937,97.10561248432059
535.0,97.117583,97.10113317648265
536.0,97.113846,97.0971965930642
537.0,97.103274,97.08725200450522
538.0,97.096022,97.08022502284209
539.0,97.088362,97.0728395615334
540.0,97.086482,97.07053520421292
541.0,97.079444,97.06369565398391
542.0,97.081886,97.06519575783186
543.0,97.078072,97.06119280037433
544.0,97.073678,97.05668033286717
545.0,97.067261,97.05038701310956
546.0,97.061513,97.0446831083701
547.0,97.056318,97.03946598565909
548.0,97.05061,97.03379636460383
549.0,97.037267,97.02140241320878
550.0,97.033282,97.01724966558452
551.0,97.016676,97.00197801279936
552.0,97.011107,96.9964301321799
553.0,97.001776,96.98756591708599
554.0,96.992268,96.97854561339518
555.0,96.994033,96.97946190692416
556.0,96.98927,96.97462435023621
557.0,96.985864,96.97098384484815
558.0,96.981762,96.96673060047556
559.0,96.976589,96.96153159376973
560.0,96.975176,96.95965083819023
561.0,96.974518,96.95843817140796
562.0,96.964665,96.94910946541643
563.0,96.955056,96.93999526014058
564.0,96.946638,96.93193220347933
565.0,96.942349,96.92751418837636
566.0,96.938519,96.92350267797619
567.0,96.935141,96.91989049938098
568.0,96.933268,96.91760865000326
569.0,96.923228,96.90810983242991
570.0,96.920549,96.9051163794489
571.0,96.920258,96.90423471515642
572.0,96.915135,96.89908198409309
573.0,96.909578,96.89354585026463
574.0,96.898111,96.88278222474764
575.0,96.889639,96.8746664113694
576.0,96.875429,96.86147266112046
577.0,96.864541,96.85121713956082
578.0,96.863332,96.84952628388938
579.0,96.866363,96.85158932429205
580.0,96.859775,96.84513958078867
581.0,96.862436,96.84687811125251
582.0,96.850072,96.83531229077634
583.0,96.854206,96.83835902286623
584.0,96.851131,96.83502175308041
585.0,96.848979,96.83250298303115
586.0,96.844649,96.82805411226107
587.0,96.838821,96.82227849542187
588.0,96.831934,96.81556240561959
589.0,96.825512,96.80925920666766
590.0,96.815375,96.79966064553837
591.0,96.815214,96.79890387840044
592.0,96.803758,96.7881426037169
593.0,96.801557,96.78557291616755
594.0,96.794837,96.77900886176468
595.0,96.785628,96.77024669103479
596.0,96.774902,96.76014297024257
597.0,96.770401,96.75553926143782
598.0,96.766103,96.75111469717278
599.0,96.762634,96.74742228327828
600.0,96.762351,96.74654780071751
601.0,96.755132,96.7395413407453
602.0,96.751657,96.73584600442008
603.0,96.746231,96.7304250481085
604.0,96.737917,96.72245056431629
605.0,96.738676,96.7224996454992
606.0,96.730107,96.7142995970632
607.0,96.727752,96.71159592783769
608.0,96.726847,96.71017531429221
609.0,96.72214,96.70539169429024
610.0,96.72451,96.70687123300928
611.0,96.719783,96.70207101256501
612.0,96.715906,96.69802282339404
613.0,96.709756,96.69196323063225
614.0,96.703601,96.68589854309089
615.0,96.706625,96.68796170679961
616.0,96.695681,96.67765707951
617.0,96.699824,96.68071371193427
618.0,96.700212,96.68044590034299
619.0,96.692915,96.67337156826618
620.0,96.693591,96.67335966977116
621.0,96.687109,96.66700761549592
622.0,96.677522,96.65790345760747
623.0,96.667138,96.64809169365718
624.0,96.65864,96.6399505858389
625.0,96.647245,96.62924092632902
626.0,96.644855,96.62651441783777
627.0,96.640133,96.62172029628829
628.0,96.630269,96.61236634873507
629.0,96.626623,96.60852582104226
630.0,96.620619,96.60259415869953
631.0,96.615419,96.59737564423097
632.0,96.606497,96.58885559407625
633.0,96.595656,96.57863215470397
634.0,96.586658,96.57004248586544
635.0,96.585477,96.56838965616879
636.0,96.582403,96.56505788878798
637.0,96.575356,96.55819939323439
638.0,96.570573,96.55335014585505
639.0,96.566992,96.54956918133675
640.0,96.560294,96.54302069432498
641.0,96.554166,96.53697697096676
642.0,96.552276,96.53469855814949
643.0,96.54157,96.52458877208745
644.0,96.537379,96.52026637113654
645.0,96.523561,96.50739075830154
646.0,96.527219,96.51004157859877
647.0,96.524683,96.50719060552152
648.0,96.518722,96.50129580723679
649.0,96.512264,96.49495855991557
650.0,96.507896,96.49048032644752
651.0,96.505759,96.48798472408139
652.0,96.49734,96.47990416123999
653.0,96.488577,96.47151714832503
654.0,96.482948,96.4659168205974
655.0,96.479338,96.4621128849126
656.0,96.476713,96.45918408371867
657.0,96.473474,96.45571052179916
658.0,96.463103,96.44589195615434
659.0,96.456134,96.43909933881103
660.0,96.449706,96.43278773418425
661.0,96.446038,96.42893268833221
662.0,96.442182,96.42490993328416
663.0,96.429443,96.41298059340166
664.0,96.423103,96.40674610358744
665.0,96.419382,96.40284439335466
666.0,96.418542,96.40150715428894
667.0,96.418263,96.4006717231656
668.0,96.411477,96.3940405642575
669.0,96.404639,96.38736323341104
670.0,96.399557,96.38225047199225
671.0,96.394004,96.37671727960836
672.0,96.392779,96.37504110675519
673.0,96.382075,96.36491858029288
674.0,96.379185,96.36175911627306
675.0,96.372422,96.35514735247109
676.0,96.36007,96.34355372837774
677.0,96.357282,96.34048520448631
678.0,96.342276,96.32652344499337
679.0,96.337931,96.3220665516914
680.0,96.332626,96.316753195634
681.0,96.329071,96.31300164321381
682.0,96.320029,96.30435523305366
683.0,96.31414,96.29852091304603
684.0,96.305221,96.28998358020594
685.0,96.296385,96.28151999727143
686.0,96.296816,96.2813243192902
687.0,96.285192,96.27037169150725
688.0,96.279203,96.26444728593918
689.0,96.277134,96.26202196188396
690.0,96.277848,96.2620812742323
691.0,96.270691,96.25511500510544
692.0,96.263467,96.24808807985703
693.0,96.259106,96.24361857571257
694.0,96.259312,96.24322659683394
695.0,96.251087,96.23530582908654
696.0,96.243232,96.22771504245154
697.0,96.238594,96.22299772794683
698.0,96.233578,96.2179432433262
699.0,96.224271,96.20905418485405
700.0,96.216656,96.20167611815694
701.0,96.2127,96.19756869351988
702.0,96.20989,96.19448456682065
703.0,96.20189,96.1867622388777
704.0,96.201196,96.18556685625647
705.0,96.19465,96.17914525654102
706.0,96.191285,96.17556485204472
707.0,96.193294,96.17678408054687
708.0,96.19076,96.17394620001028
709.0,96.186098,96.16920879600087
710.0,96.182595,96.16550591003114
711.0,96.180812,96.16333946437447
712.0,96.172239,96.15510795093121
713.0,96.159647,96.14328684160898
714.0,96.150735,96.13475176004532
715.0,96.144148,96.12829389539323
716.0,96.141404,96.12526865172161
717.0,96.134023,96.11810008527313
718.0,96.129356,96.11335742433084
719.0,96.129156,96.11260493540004
720.0,96.126159,96.10935424433623
721.0,96.124677,96.10745733132
722.0,96.114746,96.09801239962604
723.0,96.107053,96.09056564376189
724.0,96.103314,96.086651974449
725.0,96.098066,96.08138966640192
726.0,96.098236,96.08096968921494
727.0,96.101388,96.08321447636988
728.0,96.090029,96.07249332048653
729.0,96.085869,96.06820429709025
730.0,96.082795,96.06488572463766
731.0,96.073107,96.05565661919859
732.0,96.064655,96.04753181843729
733.0,96.060877,96.04358433679204
734.0,96.056943,96.03949727616371
735.0,96.052539,96.03499015418329
736.0,96.045185,96.02784600864834
737.0,96.0396,96.02228326408273
738.0,96.035949,96.01844944838713
739.0,96.03169,96.01407173963497
740.0,96.024471,96.00704845317333
741.0,96.017812,96.00052526004956
742.0,96.011285,95.9941204238015
743.0,96.00876,95.99129198896188
744.0,95.997155,95.98034678892981
745.0,95.995296,95.97811405874252
746.0,95.997807,95.97978848929378
747.0,95.992669,95.97462417779012
748.0,95.993826,95.97508846857491
749.0,95.992526,95.97335607641291
750.0,95.989028,95.96965912645531
751.0,95.981813,95.96263997692886
752.0,95.97602,95.9568916995369
753.0,95.96893,95.94998321570442
754.0,95.966507,95.94724713643419
755.0,95.965611,95.94587678874085
756.0,95.959139,95.93952126018965
757.0,95.94746,95.92851114628299
758.0,95.941446,95.9225644908519
759.0,95.938135,95.91903468183376
760.0,95.938143,95.91847246624249
761.0,95.934607,95.91474278160985
762.0,95.925935,95.90642023982083
763.0,95.923655,95.903812103594
764.0,95.923251,95.90288272199072
765.0,95.914041,95.89407895844677
766.0,95.902951,95.88359507800685
767.0,95.896954,95.87766334739237
768.0,95.886315,95.8675813811821
769.0,95.879175,95.86062716984289
770.0,95.864479,95.84691557104648
771.0,95.864311,95.84619662871154
772.0,95.85764,95.8396610145943
773.0,95.853353,95.83525827507565
774.0,95.848473,95.83032462701613
775.0,95.846765,95.82822847351568
776.0,95.840522,95.8220760649933
777.0,95.832231,95.81409215323883
778.0,95.827701,95.80947278134111
779.0,95.819852,95.80187764319902
780.0,95.813734,95.79583388841878
781.0,95.805887,95.78823228485767
782.0,95.802447,95.78459802297287
783.0,95.796122,95.77836728110549
784.0,95.792067,95.77417950626653
785.0,95.784552,95.76687656507558
786.0,95.775328,95.75803451794737
787.0,95.765708,95.74883472318179
788.0,95.760088,95.74323802269652
789.0,95.757657,95.74051260435591
790.0,95.749483,95.73261553844952
791.0,95.747356,95.730165011778
792.0,95.74174,95.72457100919138
793.0,95.738292,95.72093144961062
794.0,95.731631,95.7143965251597
795.0,95.726128,95.70890483360014
796.0,95.711618,95.69529522796343
797.0,95.708804,95.69222648945022
798.0,95.699726,95.68351206875806
799.0,95.700353,95.68354596427693
800.0,95.692584,95.67601090184364
801.0,95.691023,95.67407266616813
802.0,95.682919,95.66623568478691
803.0,95.674395,95.65801971970302
804.0,95.673631,95.65680067996148
805.0,95.667345,95.65060268824577
806.0,95.657066,95.64080308289533
807.0,95.651413,95.63517545699334
808.0,95.655216,95.63807815623782
809.0,95.647458,95.63055213048588
810.0,95.645169,95.62795928275858
811.0,95.635357,95.6185797978694
812.0,95.627976,95.61139341559375
813.0,95.625929,95.60901942760724
814.0,95.624022,95.60677285447774
815.0,95.620952,95.6034763274232
816.0,95.612969,95.59574711515508
817.0,95.610279,95.59279418758598
818.0,95.603441,95.58609717271895
819.0,95.598904,95.58147745502747
820.0,95.590579,95.57343849540797
821.0,95.589126,95.57160291965671
