time,Current
14.08691618,0.001
14.18682338,0.001
14.28673059,0.001
14.3866378,0.001
14.486545,0.001
14.58645221,0.001
14.68635942,0.001
14.78626663,0.001
14.88617383,0.001
14.98608104,0.001
15.08598825,0.001
15.18589545,0.001
15.28580266,0.001
15.38570987,0.001
15.48561707,0.001
15.58552428,0.001
15.68543149,0.001
15.78533869,0.001
15.8852459,0.001
15.98515311,0.001
16.08506032,0.001
16.18496752,0.001
16.28487473,0.001
16.38478194,0.001
16.48468914,0.001
16.58459635,0.001
16.68450356,0.001
16.78441076,0.001
16.88431797,0.001
16.98422518,0.001
17.08413238,0.001
17.18403959,0.001
17.2839468,0.001
17.38385401,0.001
17.48376121,0.001
17.58366842,0.001
17.68357563,0.001
17.78348283,0.001
17.88339004,0.001
17.98329725,0.001
18.08320445,0.001
18.18311166,0.001
18.28301887,0.001
18.38292607,0.001
18.48283328,0.001
18.58274049,0.001
18.6826477,0.001
18.7825549,0.001
18.88246211,0.001
18.98236932,0.001
19.08227652,0.001
19.18218373,0.001
19.28209094,0.001
19.38199814,0.001
19.48190535,0.001
19.58181256,0.001
19.68171976,0.001
19.78162697,0.001
19.88153418,0.001
19.98144139,0.001
20.08134859,0.001
20.1812558,0.001
20.28116301,0.001
20.38107021,0.001
20.48097742,0.001
20.58088463,0.001
20.68079183,0.001
20.78069904,0.001
20.88060625,0.001
20.98051345,0.001
21.08042066,0.001
21.18032787,0.001
21.28023508,0.001
21.38014228,0.001
21.48004949,0.001
21.5799567,0.001
21.6798639,0.001
21.77977111,0.001
21.87967832,0.001
21.97958552,0.001
22.07949273,0.001
22.17939994,0.001
22.27930715,0.001
22.37921435,0.001
22.47912156,0.001
22.57902877,0.001
22.67893597,0.001
22.77884318,0.001
22.87875039,0.001
22.97865759,0.001
23.0785648,0.001
23.17847201,0.001
23.27837921,0.001
23.37828642,0.001
23.47819363,0.001
23.57810084,0.001
23.67800804,0.001
23.77791525,0.001
23.87782246,0.001
23.97772966,0.001
24.07763687,0.001
24.17754408,0.001
24.27745128,0.001
24.37735849,0.001
24.4772657,0.001
24.5771729,0.001
24.67708011,0.001
24.77698732,0.001
24.87689453,0.001
24.97680173,0.001
25.07670894,0.001
25.17661615,0.001
25.27652335,0.001
25.37643056,0.001
25.47633777,0.001
25.57624497,0.001
25.67615218,0.001
25.77605939,0.001
25.87596659,0.001
25.9758738,0.001
26.07578101,0.001
26.17568822,0.001
26.27559542,0.001
26.37550263,0.001
26.47540984,0.001
26.57531704,0.001
26.67522425,0.001
26.77513146,0.001
26.87503866,0.001
26.97494587,0.001
27.07485308,0.001
27.17476028,0.001
27.27466749,0.001
27.3745747,0.001
27.47448191,0.001
27.57438911,0.001
27.67429632,0.001
27.77420353,0.001
27.87411073,0.001
27.97401794,0.001
28.07392515,0.001
28.17383235,0.001
28.27373956,0.001
28.37364677,0.001
28.47355397,0.001
28.57346118,0.001
28.67336839,0.001
28.7732756,0.001
28.8731828,0.001
28.97309001,0.001
29.07299722,0.062317662
29.17290442,0.146239715
29.27281163,0.230161769
29.37271884,0.314083823
29.47262604,0.398005877
29.57253325,0.481927931
29.67244046,0.565849985
29.77234766,0.649772038
29.87225487,0.733694092
29.97216208,0.817616146
30.07206929,1.264767399
30.17197649,1.852221775
30.2718837,2.439676152
30.37179091,3.027130529
30.47169811,3.614584906
30.57160532,4.202039282
30.67151253,4.789493659
30.77141973,5.376948036
30.87132694,5.964402413
30.97123415,6.551856789
31.07114135,7.099827714
31.17104856,7.631833591
31.27095577,8.163839468
31.37086298,8.695845345
31.47077018,9.227851222
31.57067739,9.759857099
31.6705846,10.29186298
31.7704918,10.82386885
31.87039901,11.35587473
31.97030622,11.88788061
32.07021342,11.72547572
32.17012063,11.26939932
32.27002784,10.81332292
32.36993504,10.35724652
32.46984225,9.901170121
32.56974946,9.445093721
32.66965667,8.989017321
32.76956387,8.532940922
32.86947108,8.076864522
32.96937829,7.620788122
33.06928549,7.785856171
33.1691927,8.225447881
33.26909991,8.665039592
33.36900711,9.104631302
33.46891432,9.544223013
33.56882153,9.983814723
33.66872873,10.42340643
33.76863594,10.86299814
33.86854315,11.30258985
33.96845036,11.74218157
34.06835756,11.78359047
34.16826477,11.6412227
34.26817198,11.49885493
34.36807918,11.35648716
34.46798639,11.21411939
34.5678936,11.07175162
34.6678008,10.92938385
34.76770801,10.78701608
34.86761522,10.64464831
34.96752242,10.50228054
35.06742963,10.19268729
35.16733684,9.802549644
35.26724405,9.412412001
35.36715125,9.022274358
35.46705846,8.632136715
35.56696567,8.241999072
35.66687287,7.851861429
35.76678008,7.461723786
35.86668729,7.071586143
35.96659449,6.6814485
36.0665017,6.033616765
36.16640891,5.256338695
36.26631612,4.479060625
36.36622332,3.701782555
36.46613053,2.924504485
36.56603774,2.147226415
36.66594494,1.369948345
36.76585215,0.592670275
36.86575936,-0.184607795
36.96566656,-0.961885865
37.06557377,-1.067688525
37.16548098,-0.821916796
37.26538818,-0.576145067
37.36529539,-0.330373337
37.4652026,-0.084601608
37.56510981,0.161170121
37.66501701,0.40694185
37.76492422,0.652713579
37.86483143,0.898485308
37.96473863,1.144257037
38.06464584,1.077142901
38.16455305,0.839363749
38.26446025,0.601584596
38.36436746,0.363805444
38.46427467,0.126026291
38.56418187,-0.111752861
38.66408908,-0.349532014
38.76399629,-0.587311166
38.8639035,-0.825090319
38.9638107,-1.062869471
39.06371791,-1.002448809
39.16362512,-0.772662233
39.26353232,-0.542875657
39.36343953,-0.313089081
39.46334674,-0.083302505
39.56325394,0.146484071
39.66316115,0.376270646
39.76306836,0.606057222
39.86297556,0.835843798
39.96288277,1.065630374
40.06278998,1.078791525
40.16269719,0.963898237
40.26260439,0.849004949
40.3625116,0.734111661
40.46241881,0.619218373
40.56232601,0.504325085
40.66223322,0.389431797
40.76214043,0.274538509
40.86204763,0.159645221
40.96195484,0.044751933
41.06186205,0.069666873
41.16176925,0.180563873
41.26167646,0.291460872
41.36158367,0.402357872
41.46149088,0.513254872
41.56139808,0.624151871
41.66130529,0.735048871
41.7612125,0.845945871
41.8611197,0.95684287
41.96102691,1.06773987
42.06093412,1.111
42.16084132,1.111
42.26074853,1.111
42.36065574,1.111
42.46056294,1.111
42.56047015,1.111
42.66037736,1.111
42.76028457,1.111
42.86019177,1.111
42.96009898,1.111
43.06000619,1.909082277
43.15991339,3.237848129
43.2598206,4.566613981
43.35972781,5.895379833
43.45963501,7.224145685
43.55954222,8.552911537
43.65944943,9.881677389
43.75935663,11.21044324
43.85926384,12.53920909
43.95917105,13.86797495
44.05907826,14.49016486
44.15898546,14.62404052
44.25889267,14.75791618
44.35879988,14.89179183
44.45870708,15.02566749
44.55861429,15.15954315
44.6585215,15.29341881
44.7584287,15.42729446
44.85833591,15.56117012
44.95824312,15.69504578
45.05815032,15.8670099
45.15805753,16.06632478
45.25796474,16.26563965
45.35787195,16.46495453
45.45777915,16.66426941
45.55768636,16.86358429
45.65759357,17.06289916
45.75750077,17.26221404
45.85740798,17.46152892
45.95731519,17.6608438
46.05722239,16.82729446
46.1571296,15.22328426
46.25703681,13.61927405
46.35694401,12.01526384
46.45685122,10.41125363
46.55675843,8.807243427
46.65666564,7.20323322
46.75657284,5.599223013
46.85648005,3.995212805
46.95638726,2.391202598
47.05629446,1.505228271
47.15620167,1.175534488
47.25610888,0.845840705
47.35601608,0.516146922
47.45592329,0.186453139
47.5558305,-0.143240643
47.6557377,-0.472934426
47.75564491,-0.802628209
47.85555212,-1.132321992
47.95545933,-1.462015775
48.05536653,-1.519859882
48.15527374,-1.359009279
48.25518095,-1.198158676
48.35508815,-1.037308073
48.45499536,-0.87645747
48.55490257,-0.715606867
48.65480977,-0.554756264
48.75471698,-0.39390566
48.85462419,-0.233055057
48.95453139,-0.072204454
49.0544386,0.021958862
49.15434581,0.060423136
49.25425302,0.098887411
49.35416022,0.137351686
49.45406743,0.17581596
49.55397464,0.214280235
49.65388184,0.25274451
49.75378905,0.291208784
49.85369626,0.329673059
49.95360346,0.368137334
50.05351067,0.365398392
50.15341788,0.326934117
50.25332509,0.288469842
50.35323229,0.250005568
50.4531395,0.211541293
50.55304671,0.173077018
50.65295391,0.134612744
50.75286112,0.096148469
50.85276833,0.057684194
50.95267553,0.01921992
51.05258274,-0.144128364
51.15248995,-0.419872255
51.25239715,-0.695616146
51.35230436,-0.971360037
51.45221157,-1.247103928
51.55211878,-1.522847819
51.65202598,-1.79859171
51.75193319,-2.074335602
51.8518404,-2.350079493
51.9517476,-2.625823384
52.05165481,-2.97904949
52.15156202,-3.404654191
52.25146922,-3.830258893
52.35137643,-4.255863594
52.45128364,-4.681468296
52.55119084,-5.107072997
52.65109805,-5.532677699
52.75100526,-5.9582824
52.85091247,-6.383887102
52.95081967,-6.809491803
53.05072688,-6.875950201
53.15063409,-6.594211878
53.25054129,-6.312473554
53.3504485,-6.03073523
53.45035571,-5.748996907
53.55026291,-5.467258583
53.65017012,-5.18552026
53.75007733,-4.903781936
53.84998453,-4.622043613
53.94989174,-4.340305289
54.04979895,-4.13413687
54.14970616,-4.004007733
54.24961336,-3.873878596
54.34952057,-3.743749459
54.44942778,-3.613620322
54.54933498,-3.483491185
54.64924219,-3.353362048
54.7491494,-3.223232911
54.8490566,-3.093103774
54.94896381,-2.962974637
55.04887102,-2.831868079
55.14877822,-2.699740798
55.24868543,-2.567613517
55.34859264,-2.435486236
55.44849985,-2.303358955
55.54840705,-2.171231673
55.64831426,-2.039104392
55.74822147,-1.906977111
55.84812867,-1.77484983
55.94803588,-1.642722549
56.04794309,-1.511074698
56.14785029,-1.379946489
56.2477575,-1.24881828
56.34766471,-1.117690071
56.44757191,-0.986561862
56.54747912,-0.855433653
56.64738633,-0.724305444
56.74729354,-0.593177235
56.84720074,-0.462049026
56.94710795,-0.330920817
57.04701516,-0.232703217
57.14692236,-0.171510053
57.24682957,-0.110316888
57.34673678,-0.049123724
57.44664398,0.01206944
57.54655119,0.073262604
57.6464584,0.134455769
57.7463656,0.195648933
57.84627281,0.256842097
57.94618002,0.318035261
58.04608723,0.307217136
58.14599443,0.212305289
58.24590164,0.117393443
58.34580885,0.022481596
58.44571605,-0.072430251
58.54562326,-0.167342097
58.64553047,-0.262253944
58.74543767,-0.35716579
58.84534488,-0.452077637
58.94525209,-0.546989483
59.04515929,-0.571904423
59.1450665,-0.511960099
59.24497371,-0.452015775
59.34488092,-0.392071451
59.44478812,-0.332127127
59.54469533,-0.272182802
59.64460254,-0.212238478
59.74450974,-0.152294154
59.84441695,-0.09234983
59.94432416,-0.032405506
60.04423136,0.001
60.14413857,0.001
60.24404578,0.001
60.34395298,0.001
60.44386019,0.001
60.5437674,0.001
60.64367461,0.001
60.74358181,0.001
60.84348902,0.001
60.94339623,0.001
61.04330343,0.001
61.14321064,0.001
61.24311785,0.001
61.34302505,0.001
61.44293226,0.001
61.54283947,0.001
61.64274667,0.001
61.74265388,0.001
61.84256109,0.001
61.9424683,0.001
62.0423755,0.001
62.14228271,0.001
62.24218992,0.001
62.34209712,0.001
62.44200433,0.001
62.54191154,0.001
62.64181874,0.001
62.74172595,0.001
62.84163316,0.001
62.94154036,0.001
63.04144757,0.001
63.14135478,0.001
63.24126199,0.001
63.34116919,0.001
63.4410764,0.001
63.54098361,0.001
63.64089081,0.001
63.74079802,0.001
63.84070523,0.001
63.94061243,0.001
64.04051964,0.001
64.14042685,0.001
64.24033406,0.001
64.34024126,0.001
64.44014847,0.001
64.54005568,0.001
64.63996288,0.001
64.73987009,0.001
64.8397773,0.001
64.9396845,0.001
65.03959171,0.001
65.13949892,0.001
65.23940612,0.001
65.33931333,0.001
65.43922054,0.001
65.53912775,0.001
65.63903495,0.001
65.73894216,0.001
65.83884937,0.001
65.93875657,0.001
66.03866378,0.001
66.13857099,0.001
66.23847819,0.001
66.3383854,0.001
66.43829261,0.001
66.53819981,0.001
66.63810702,0.001
66.73801423,0.001
66.83792144,0.001
66.93782864,0.001
67.03773585,0.001
67.13764306,0.001
67.23755026,0.001
67.33745747,0.001
67.43736468,0.001
67.53727188,0.001
67.63717909,0.001
67.7370863,0.001
67.8369935,0.001
67.93690071,0.001
68.03680792,0.001
68.13671513,0.001
68.23662233,0.001
68.33652954,0.001
68.43643675,0.001
68.53634395,0.001
68.63625116,0.001
68.73615837,0.001
68.83606557,0.001
68.93597278,0.001
69.03587999,0.001
69.13578719,0.001
69.2356944,0.001
69.33560161,0.001
69.43550882,0.001
69.53541602,0.001
69.63532323,0.001
69.73523044,0.001
69.83513764,0.001
69.93504485,0.001
70.03495206,0.001
70.13485926,0.001
70.23476647,0.001
70.33467368,0.001
70.43458088,0.001
70.53448809,0.001
70.6343953,0.001
70.73430251,0.001
70.83420971,0.001
70.93411692,0.001
71.03402413,0.029580266
71.13393133,0.11350232
71.23383854,0.197424374
71.33374575,0.281346427
71.43365295,0.365268481
71.53356016,0.449190535
71.63346737,0.533112589
71.73337457,0.617034643
71.83328178,0.700956697
71.93318899,0.78487875
72.0330962,0.957995051
72.1330034,1.311167028
72.23291061,1.664339004
72.33281782,2.017510981
72.43272502,2.370682957
72.53263223,2.723854933
72.63253944,3.07702691
72.73244664,3.430198886
72.83235385,3.783370863
72.93226106,4.136542839
73.03216826,4.780194247
73.13207547,6.035528302
73.23198268,7.290862357
73.33188989,8.546196412
73.43179709,9.801530467
73.5317043,11.05686452
73.63161151,12.31219858
73.73151871,13.56753263
73.83142592,14.82286669
73.93133313,16.07820074
74.03124033,17.03597062
74.13114754,17.33968852
74.23105475,17.64340643
74.33096195,17.94712434
74.43086916,18.25084225
74.53077637,18.55456016
74.63068358,18.85827807
74.73059078,19.16199598
74.83049799,19.46571389
74.9304052,19.7694318
75.0303124,19.98190937
75.13021961,19.98490659
75.23012682,19.9879038
75.33003402,19.99090102
75.42994123,19.99389824
75.52984844,19.99689545
75.62975564,19.99989267
75.72966285,20.00288989
75.82957006,20.0058871
75.92947727,20.00888432
76.02938447,20.12604021
76.12929168,20.51717693
76.22919889,20.90831364
76.32910609,21.29945036
76.4290133,21.69058707
76.52892051,22.08172379
76.62882771,22.4728605
76.72873492,22.86399722
76.82864213,23.25513393
76.92854933,23.64627065
77.02845654,23.79495762
77.12836375,23.33488494
77.22827096,22.87481225
77.32817816,22.41473956
77.42808537,21.95466687
77.52799258,21.49459418
77.62789978,21.0345215
77.72780699,20.57444881
77.8277142,20.11437612
77.9276214,19.65430343
78.02752861,19.40688927
78.12743582,19.71859975
78.22734303,20.03031024
78.32725023,20.34202072
78.42715744,20.65373121
78.52706465,20.9654417
78.62697185,21.27715218
78.72687906,21.58886267
78.82678627,21.90057315
78.92669347,22.21228364
79.02660068,21.98173925
79.12650789,20.25684132
79.22641509,18.5319434
79.3263223,16.80704547
79.42622951,15.08214754
79.52613672,13.35724961
79.62604392,11.63235169
79.72595113,9.907453758
79.82585834,8.18255583
79.92576554,6.457657903
80.02567275,4.955085988
80.12557996,4.095384473
80.22548716,3.235682957
80.32539437,2.375981441
80.42530158,1.516279926
80.52520878,0.65657841
80.62511599,-0.203123105
80.7250232,-1.062824621
80.82493041,-1.922526137
80.92483761,-2.782227652
81.02474482,-3.547465821
81.12465203,-4.025771574
81.22455923,-4.504077328
81.32446644,-4.982383081
81.42437365,-5.460688834
81.52428085,-5.938994587
81.62418806,-6.41730034
81.72409527,-6.895606093
81.82400247,-7.373911847
81.92390968,-7.8522176
82.02381689,-8.357674606
82.1237241,-8.949874575
82.2236313,-9.542074544
82.32353851,-10.13427451
82.42344572,-10.72647448
82.52335292,-11.31867445
82.62326013,-11.91087442
82.72316734,-12.50307439
82.82307454,-13.09527436
82.92298175,-13.68747433
83.02288896,-13.99636622
83.12279616,-13.35196474
83.22270337,-12.70756325
83.32261058,-12.06316177
83.42251779,-11.41876028
83.52242499,-10.7743588
83.6223322,-10.12995732
83.72223941,-9.48555583
83.82214661,-8.841154346
83.92205382,-8.196752861
84.02196103,-7.578594804
84.12186823,-7.053582431
84.22177544,-6.528570059
84.32168265,-6.003557686
84.42158985,-5.478545314
84.52149706,-4.953532942
84.62140427,-4.428520569
84.72131148,-3.903508197
84.82121868,-3.378495824
84.92112589,-2.853483452
85.0210331,-2.014131457
85.1209403,0.003994123
85.22084751,2.022119703
85.32075472,4.040245283
85.42066192,6.058370863
85.52056913,8.076496443
85.62047634,10.09462202
85.72038354,12.1127476
85.82029075,14.13087318
85.92019796,16.14899876
86.02010517,17.825236
86.12001237,18.14443953
86.21991958,18.46364306
86.31982679,18.78284658
86.41973399,19.10205011
86.5196412,19.42125363
86.61954841,19.74045716
86.71945561,20.05966069
86.81936282,20.37886421
86.91927003,20.69806774
87.01917723,21.03587318
87.11908444,21.4519867
87.21899165,21.86810022
87.31889886,22.28421373
87.41880606,22.70032725
87.51871327,23.11644077
87.61862048,23.53255428
87.71852768,23.9486678
87.81843489,24.36478132
87.9183421,24.78089483
88.0182493,25.07318682
88.11815651,24.81142994
88.21806372,24.54967306
88.31797092,24.28791618
88.41787813,24.02615929
88.51778534,23.76440241
88.61769255,23.50264553
88.71759975,23.24088865
88.81750696,22.97913177
88.91741417,22.71737488
89.01732137,22.57063192
89.11722858,22.97225889
89.21713579,23.37388586
89.31704299,23.77551284
89.4169502,24.17713981
89.51685741,24.57876678
89.61676461,24.98039375
89.71667182,25.38202072
89.81657903,25.7836477
89.91648624,26.18527467
90.01639344,26.39140984
90.11630065,25.60164337
90.21620786,24.81187689
90.31611506,24.02211042
90.41602227,23.23234395
90.51592948,22.44257748
90.61583668,21.65281101
90.71574389,20.86304454
90.8156511,20.07327807
90.9155583,19.2835116
91.01546551,18.63571853
91.11537272,18.76310022
91.21527993,18.89048191
91.31518713,19.01786359
91.41509434,19.14524528
91.51500155,19.27262697
91.61490875,19.40000866
91.71481596,19.52739035
91.81472317,19.65477204
91.91463037,19.78215373
92.01453758,19.70564584
92.11444479,18.43182895
92.214352,17.15801206
92.3142592,15.88419517
92.41416641,14.61037829
92.51407362,13.3365614
92.61398082,12.06274451
92.71388803,10.78892762
92.81379524,9.515110733
92.91370244,8.241293845
93.01360965,7.211225796
93.11351686,7.726746984
93.21342406,8.242268172
93.31333127,8.75778936
93.41323848,9.273310547
93.51314569,9.788831735
93.61305289,10.30435292
93.7129601,10.81987411
93.81286731,11.3353953
93.91277451,11.85091649
94.01268172,12.24012775
94.11258893,11.76057315
94.21249613,11.28101856
94.31240334,10.80146397
94.41231055,10.32190937
94.51221775,9.842354779
94.61212496,9.362800186
94.71203217,8.883245592
94.81193938,8.403690999
94.91184658,7.924136406
95.01175379,7.612249613
95.111661,8.557871327
95.2115682,9.503493041
95.31147541,10.44911475
95.41138262,11.39473647
95.51128982,12.34035818
95.61119703,13.28597989
95.71110424,14.23160161
95.81101144,15.17722332
95.91091865,16.12284504
96.01082586,16.8105948
96.11073307,15.37642685
96.21064027,13.94225889
96.31054748,12.50809094
96.41045469,11.07392298
96.51036189,9.639755026
96.6102691,8.205587071
96.71017631,6.771419115
96.81008351,5.33725116
96.90999072,3.903083204
97.00989793,2.718293535
97.10980513,3.801287659
97.20971234,4.884281782
97.30961955,5.967275905
97.40952676,7.050270028
97.50943396,8.133264151
97.60934117,9.216258274
97.70924838,10.2992524
97.80915558,11.38224652
97.90906279,12.46524064
98.00897,13.35448283
98.1088772,12.27948129
98.20878441,11.20447974
98.30869162,10.12947819
98.40859882,9.054476647
98.50850603,7.979475101
98.60841324,6.904473554
98.70832045,5.829472007
98.80822765,4.754470461
98.90813486,3.679468914
99.00804207,2.691
99.10794927,2.691
99.20785648,2.691
99.30776369,2.691
99.40767089,2.691
99.5075781,2.691
99.60748531,2.691
99.70739251,2.691
99.80729972,2.691
99.90720693,2.691
100.0071141,2.671862976
100.1070213,2.403112589
100.2069285,2.134362202
100.3068358,1.865611816
100.406743,1.596861429
100.5066502,1.328111042
100.6065574,1.059360656
100.7064646,0.790610269
100.8063718,0.521859882
100.906279,0.253109496
101.0061862,-0.014898546
101.1060934,-0.271660068
101.2060006,-0.52842159
101.3059078,-0.785183112
101.405815,-1.041944633
101.5057222,-1.298706155
101.6056294,-1.555467677
101.7055367,-1.812229199
101.8054439,-2.068990721
101.9053511,-2.325752242
102.0052583,-2.653369007
102.1051655,-4.256380142
102.2050727,-5.859391277
102.3049799,-7.462402413
102.4048871,-9.065413548
102.5047943,-10.66842468
102.6047015,-12.27143582
102.7046087,-13.87444695
102.8045159,-15.47745809
102.9044231,-17.08046922
103.0043303,-18.62270399
103.1042376,-18.82351748
103.2041448,-19.02433096
103.304052,-19.22514445
103.4039592,-19.42595793
103.5038664,-19.62677142
103.6037736,-19.82758491
103.7036808,-20.02839839
103.803588,-20.22921188
103.9034952,-20.43002536
104.0034024,-20.60571203
104.1033096,-20.06871079
104.2032168,-19.53170956
104.303124,-18.99470832
104.4030312,-18.45770708
104.5029384,-17.92070585
104.6028457,-17.38370461
104.7027529,-16.84670337
104.8026601,-16.30970213
104.9025673,-15.7727009
105.0024745,-15.22549242
105.1023817,-14.27637396
105.2022889,-13.32725549
105.3021961,-12.37813702
105.4021033,-11.42901856
105.5020105,-10.47990009
105.6019177,-9.530781627
105.7018249,-8.581663161
105.8017321,-7.632544695
105.9016393,-6.68342623
106.0015466,-5.741673214
106.1014538,-5.268362821
106.201361,-4.795052428
106.3012682,-4.321742035
106.4011754,-3.848431642
106.5010826,-3.37512125
106.6009898,-2.901810857
106.700897,-2.428500464
106.8008042,-1.955190071
106.9007114,-1.481879678
107.0006186,-1.01091695
107.1005258,-0.916754408
107.200433,-0.822591865
107.3003402,-0.728429323
107.4002474,-0.63426678
107.5001547,-0.540104238
107.6000619,-0.445941695
107.6999691,-0.351779152
107.7998763,-0.25761661
107.8997835,-0.163454067
107.9996907,-0.069291525
108.0995979,-0.062028147
108.1995051,-0.055034643
108.2994123,-0.048041138
108.3993195,-0.041047634
108.4992267,-0.034054129
108.5991339,-0.027060625
108.6990411,-0.02006712
108.7989483,-0.013073616
108.8988556,-0.006080111
108.9987628,0.000913393
109.09867,0.001
109.1985772,0.001
109.2984844,0.001
109.3983916,0.001
109.4982988,0.001
109.598206,0.001
109.6981132,0.001
109.7980204,0.001
109.8979276,0.001
109.9978348,0.001
110.097742,0.001
110.1976492,0.001
110.2975564,0.001
110.3974637,0.001
110.4973709,0.001
110.5972781,0.001
110.6971853,0.001
110.7970925,0.001
110.8969997,0.001
110.9969069,0.001
111.0968141,0.001
111.1967213,0.001
111.2966285,0.001
111.3965357,0.001
111.4964429,0.001
111.5963501,0.001
111.6962573,0.001
111.7961646,0.001
111.8960718,0.001
111.995979,0.001
112.0958862,0.001
112.1957934,0.001
112.2957006,0.001
112.3956078,0.001
112.495515,0.001
112.5954222,0.001
112.6953294,0.001
112.7952366,0.001
112.8951438,0.001
112.995051,0.001
113.0949582,0.001
113.1948655,0.001
113.2947727,0.001
113.3946799,0.001
113.4945871,0.001
113.5944943,0.001
113.6944015,0.001
113.7943087,0.001
113.8942159,0.001
113.9941231,0.001
114.0940303,0.001
114.1939375,0.001
114.2938447,0.001
114.3937519,0.001
114.4936591,0.001
114.5935663,0.001
114.6934736,0.001
114.7933808,0.001
114.893288,0.001
114.9931952,0.001
115.0931024,0.001
115.1930096,0.001
115.2929168,0.001
115.392824,0.001
115.4927312,0.001
115.5926384,0.001
115.6925456,0.001
115.7924528,0.001
115.89236,0.001
115.9922672,0.001
116.0921745,0.012060934
116.1920817,0.024049799
116.2919889,0.036038664
116.3918961,0.048027529
116.4918033,0.060016393
116.5917105,0.072005258
116.6916177,0.083994123
116.7915249,0.095982988
116.8914321,0.107971853
116.9913393,0.119960718
117.0912465,0.16479833
117.1911537,0.212753789
117.2910609,0.260709248
117.3909681,0.308664708
117.4908753,0.356620167
117.5907826,0.404575626
117.6906898,0.452531086
117.790597,0.500486545
117.8905042,0.548442004
117.9904114,0.596397464
118.0903186,0.62403124
118.1902258,0.649507578
118.290133,0.674983916
118.3900402,0.700460254
118.4899474,0.725936591
118.5898546,0.751412929
118.6897618,0.776889267
118.789669,0.802365605
118.8895762,0.827841942
118.9894835,0.85331828
119.0893907,1.136239715
119.1892979,1.449448809
119.2892051,1.762657903
119.3891123,2.075866997
119.4890195,2.38907609
119.5889267,2.702285184
119.6888339,3.015494278
119.7887411,3.328703371
119.8886483,3.641912465
119.9885555,3.955121559
120.0884627,5.034417878
120.1883699,6.212823384
120.2882771,7.39122889
120.3881843,8.569634395
120.4880916,9.748039901
120.5879988,10.92644541
120.687906,12.10485091
120.7878132,13.28325642
120.8877204,14.46166192
120.9876276,15.64006743
121.0875348,16.41756356
121.187442,17.13839406
121.2873492,17.85922456
121.3872564,18.58005506
121.4871636,19.30088556
121.5870708,20.02171605
121.686978,20.74254655
121.7868852,21.46337705
121.8867925,22.18420755
121.9866997,22.90503805
122.0866069,23.09540148
122.1865141,23.20430034
122.2864213,23.3131992
122.3863285,23.42209805
122.4862357,23.53099691
122.5861429,23.63989576
122.6860501,23.74879462
122.7859573,23.85769347
